id,NL,Code
14007,"Use $conn$ to query all columns in the books table whose isbn is $isbn$, and get the first piece of information. Render and return ""review.html"", where 'book' parameter is the query result and logged_in parameter is True.","public String writeReview(JdbcTemplate conn,String isbn, Model model){
List book = conn.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
model.addAttribute(""book"",book);
return ""review.html"";
}"
13636,"Try the following code: set the SQL using a java expression (query all the information in the $link_table$ where target_type is $target_type$ and target_id is $target_id$) ; execute the SQL using $connection $and get all the data; and return the query results using list. Finally, make sure the $connection$ is closed.","public List<Object> checkLink(EntityManager connection, Root<Object> link_table, String target_type, String target_id){
CriteriaBuilder cb = connection.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(link_table).where(cb.equal(link_table.get(""target_type""),target_type));
cq.select(link_table).where(cb.equal(link_table.get(""target_id""),target_id));
List<Object> res = connection.createQuery(cq).getResultList();
return res;
}"
14147,"Query all gid from pg_prepared_xacts table via $connection$, convert each item of query result into dict to store as 'list' and return.","public List doRecoverTwophase(JdbcTemplate conn){
List resultset = conn.query(""select gid from pg_prepared_xacts"", new BeanPropertyRowMapper(List.class));
List list =new ArrayList();
for (Object row : resultset) {
list.add(JSONObject.parseObject(row.toString()).get(0));
}
return list;
}"
13328,"Use the string matching to set sql (query all the information in the columns table according to $table_name$), use $conn$ to execute SQL, get all the query results, use for loop to form a tuple of the 0th, 1st and 2nd elements of each article of the query results, store them in the form of list, and return this list.","public List getTableColumnsInfo(JdbcTemplate conn,String textsid){
List result = conn.query(""select * from columns where table_name= ?"", new Object[]{textsid}, new BeanPropertyRowMapper(List.class));
List columns = new ArrayList();
for (Object row : result) {
columns.add(JSONObject.parseObject(row.toString()).get(0));
columns.add(JSONObject.parseObject(row.toString()).get(1));
columns.add(JSONObject.parseObject(row.toString()).get(2));
}
return columns;
}"
11639,"Use $data$ to get the database engine and connect the database, execute SQL (get all the columns in the Codes table where codes_name is $cname$), get all the data, and finally return the query result.","public List getCodes(DataSource data, String cname){
JdbcTemplate connection = new JdbcTemplate(data);
List codes = connection.query(""select * from Codes where codes_name= ? "", new Object[]{cname}, new BeanPropertyRowMapper(List.class));
return codes;
}"
13870,Use $conn$ connection to execute SQL statement (query all columns in test_frame_roundtrip table based on $id$) and get all the data. Set assertion to determine that the returned result is not empty list.,"public void testRoundtrip(JdbcTemplate conn,String id){
List result = conn.query(""select * from test_frame_roundtrip where id = ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
assert result.size()!=0;
}"
11265,"Use $db$ to connect to the database, execute SQL (get all the columns in the users based on $call$), get all the data, and finally return the obtained result data.","public List testInvalidateTrans(JdbcTemplate conn,String call){
List kueridb = conn.query(""select * from users where call = ?"", new Object[]{call}, new BeanPropertyRowMapper(List.class));
return kueridb;
}"
14155,"If the request module sends the request through POST, execute SQL via $conn$ (query all columns in the users table where 'username' is $uname$) to get all the data. If the length of the first piece of data obtained is not 0, render and return ""error.html""; otherwise, use redirect to return ""/"". If the request module sends the request through GET, render and return ""register.html"".","public Object register(HttpRequest request, JdbcTemplate conn, String uname){
if (request.getMethod().equals(""POST"")){
List check = conn.query(""select * from users where username = ?"", new Object[]{uname}, new BeanPropertyRowMapper(List.class));
if (check.isEmpty()){
return ""error.html"";
}
else {
return ""/"";
}
} else {
return ""register.html"";
}
}"
11156,"If the request module sends the request as GET, set the SQL statement (format the output string with the format () function. Query all the columns in the shoe table with the string $shoeid$) , and execute SQL statement with $conn$ connection to GET all the data, make sure the database connection is closed and return the data obtained as jsonify.","public Object register(HttpRequest request, JdbcTemplate conn, String shoeid){
if (request.getMethod().equals(""GET"")){
List rows = conn.query(""select * from shoe where shoeid= ?"", new Object[]{shoeid}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseArray(rows.toString());
} else {
return null;
}
}"
13042,"* Use $sqlite$ to create the database engine and obtain the database connection according to the engine. Use the connection to perform SQL (query the image information in the imagesAbout table based on $imageId$) and get the first piece of data. Finally, return the query result.","public List deleteid(DataSource sqlite, String imageId){
JdbcTemplate connection = new JdbcTemplate(sqlite);
List delid = connection.query(""select image from imagesabout where imageid= ? "", new Object[]{imageId}, new BeanPropertyRowMapper(List.class));
return delid;
}"
13054,"Try to execute the following code: Use java expression to set SQL (query all the information in the $table$ table when id is $table_id$); use $conn$ to execute SQL and get all the data and finally return the query results. If a SQLAlchemyError exception occurs, the specific exception information should be printed and return False.","public Object countRows(EntityManager conn, Root<Object> table, String table_id){
try {
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(table).where(cb.equal(table.get(""table_id""),table_id));
List<Object> rows = conn.createQuery(cq).getResultList();
return rows;
}catch (Exception e){
e.printStackTrace();
return false;
}
}"
13189,"Execute the SQL (get the date column in the StockDB where days is $days$) with $conn$ and get all the data, then use the for loop to store the tenth element of each item of the query result as a list and return the list content.","public List GetDates(JdbcTemplate conn,String days){
List ft = conn.query(""select date from stockdb where days = ?"", new Object[]{days}, new BeanPropertyRowMapper(List.class));
List date = new ArrayList();
for (Object elt : ft) {
date.add(JSONObject.parseObject(elt.toString()).get(0));
}
return date;
}"
13992,Use $conn$ to execute the SQL statement: Query the first piece of duration in the flights table based on $origin$ and $destination$ and return the query result.,"public List main(JdbcTemplate conn,String origin,String destination){
List dura = conn.query(""select duration from flights where origin = ? and destination = ?"", new Object[]{origin,destination}, new BeanPropertyRowMapper(List.class));
return dura;
}"
13763,"""If the request method is ""POST"", try to use $conn$ to execute SQL (query the user column in the logs table based on $username$), get the first piece of data, return the query data. Return False if an Exception occurs during execution.","public Object log(HttpRequest request, JdbcTemplate conn, String username){
if (request.getMethod().equals(""POST"")){
try {
List ans = conn.query(""select user from logs where username = ?"", new Object[]{username}, new BeanPropertyRowMapper(List.class));
return ans;
}catch (Exception e){
return false;
}
} else {
return false;
}
}"
13113,"Set up the SQL using the text method (get the col_string in one_row_complex where cat is $cat$) , then execute the SQL statement using $conn$ to get all the data and return the query results.","public List testParameter(JdbcTemplate conn,String cat){
List result = conn.query(""select col_string from one_row_complex where cat = ?"", new Object[]{cat}, new BeanPropertyRowMapper(List.class));
return result;
}"
14022,Get the database engine and establish a connection through $sqlite$. Execute the SQL statement(get all the us_county data in the tblByCountyAndYear table where us_state is $state$)and close the database connection. Use for loop to store each element in the query result into list and return the list content.,"public List counties(DataSource sqlite, String state){
JdbcTemplate connection = new JdbcTemplate(sqlite);
List result = connection.query(""select us_county from tblbycountyandyear where us_state = ? "", new Object[]{state}, new BeanPropertyRowMapper(List.class));
List counties = new ArrayList();
for (Object row : result) {
counties.add(JSONObject.parseObject(row.toString()).get(0));
}
return counties;
}"
13950,"Use $db_uri$ to get the database engine and establish a connection. Set the SQL statement (query all columns in the database table based on $value$). Execute SQL, get all the information, make sure that the database connection is closed and return all the obtained data.","public List tearDown(DataSource db_uri, String value){
JdbcTemplate conn = new JdbcTemplate(db_uri);
List data = conn.query(""select * from database where value = ? "", new Object[]{value}, new BeanPropertyRowMapper(List.class));
return data;
}"
13319,"Get the database engine and establish a connection through $game$. Use ORM method to execute the SQL statement (query all the columns in the $Score$ table according to $id$), get the first piece of data, and return the query results.","public List<Object> scoreSelect(EntityManager game, Root<Object> Score, String id){
CriteriaBuilder cb = game.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(Score).where(cb.equal(Score.get(""id""),id));
List<Object> score = game.createQuery(cq).getResultList();
return score;
}"
11078,"If $group$ does not exist, print ""group is None"". Otherwise, use $conn$ to execute SQL (query all columns in the address table based on $group$) and get all the data. Convert each item in the query result to a dict type and return.","public List addressShowdb(JdbcTemplate conn,String group){
if (group==null){
System.out.println(""group is None"");
return null;
}
else {
List groupres = conn.query(""select * from address where group=?"", new Object[]{group}, new BeanPropertyRowMapper(List.class));
return groupres;
}
}"
13756,"Set sql (query all the information in the Callback table based on $addend1$ and $addend2$), use $conn$ to execute SQL, get all the query results, and return them.","public List testDo(JdbcTemplate conn,String addend1,String addend2){
List rp = conn.query(""select * from Callback where addend1 = ? and addend2 = ?"", new Object[]{addend1,addend2}, new BeanPropertyRowMapper(List.class));
return rp;
}"
13563,"Get the database engine and establish a connection through $url$. Set up a cursor and set the SQL statement (query all columns in the full_path table according to $tbl$), execute sql, get all the data, and return the query results.","public List testCsvPostgresLoad(DataSource url, String tbl){
JdbcTemplate conn = new JdbcTemplate(url);
List res = conn.query(""select * from full_path where tbl= ? "", new Object[]{tbl}, new BeanPropertyRowMapper(List.class));
return res;
}"
14273,"Set the SQL statement: Query the latitude and longitude data in the Campground table through $nameID$, and use $conn$ to execute SQL to get the first piece of data. If the data obtained is not empty, it is printed.","public void locationDistanceSingleOrig(JdbcTemplate conn,String nameID){
List res = conn.query(""select latitude, longitude from campground where nameid= ?"", new Object[]{nameID}, new BeanPropertyRowMapper(List.class));
if (!res.isEmpty()){
System.out.println(res);
}
}"
13619,Use the string format method to set SQL: query all columns in TABLE1 based on $db_name$. Execute SQL with $conn$ and get all the data. Set assertion to determine that the length of the query result is not 0.,"public void testSelect(JdbcTemplate conn,String db_name){
List result = conn.query(""select * from TABLE1 where db_name = ?"", new Object[]{db_name}, new BeanPropertyRowMapper(List.class));
assert result.size()!=0;
}"
14221,Create the database engine through $db_string$. Execute a SQL: Query for all columns in the tb_fornecedores table and get all the data. Return all obtained data.,"public List dbConnect(DataSource db_string){
JdbcTemplate db = new JdbcTemplate(db_string);
List fornecedores = db.query(""select * from tb_fornecedores"", new BeanPropertyRowMapper(List.class));
return fornecedores;
}"
13760,"Use $engine$ to execute SQL (query the fake_stuff column in the fake_table table according to $dialect$), get all the query results, set assertions to determine whether the length of the query results is greater than 0, and return the query results.","public List testExplodeInInitializerDisconnect(JdbcTemplate engine,String dialect){
List res = engine.query(""select fake_stuff from fake_table where dialect = ?"", new Object[]{dialect}, new BeanPropertyRowMapper(List.class));
assert res.size()>0;
return res;
}"
11476,"Set up the SQL (query the updatetime column in the obj table based on $name$), use $conn$ to execute the SQL and get all the query results. Use for loop to iterate through the cursor of the obtained results, convert 'keys' and 'values' of each piece of data into tuple, zip and dict, and store in a list. Finally return the list.","public List selectValue(JdbcTemplate conn,String name){
List results = conn.query(""select updatetime from obj where name = ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
return results;
}"
11340,"""Use $conn$ to execute the java expression (query all the columns in the $note_box$ table based on $id$), get all the data, and return the query results.","public List<Object> whereClauseFn(EntityManager conn, Root<Object> note_box, String id){
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(note_box).where(cb.equal(note_box.get(""id""),id));
List<Object> stmt = conn.createQuery(cq).getResultList();
return stmt;
}"
11601,"Use $db$ to connect the database, then set the assertion not to close the connection, execute SQL (get the counted connections column in the DBAPI table according to $is_disconnect$) and get all the data, further close the connection, and finally return the query result.","public List testReconnect(DataSource db, String summary){
JdbcTemplate conn = new JdbcTemplate(db);
List res = conn.query(""select time from comments where summary = ? "", new Object[]{summary}, new BeanPropertyRowMapper(List.class));
return res;
}"
14062,"Use $conn$ to query all the columns in the books table that an id is $book_id$, and get the first piece of data. If the query result is empty, render and return ""error.html""; use for loops traversal to query results, return a traverable (key, value) tuple array in a list through the items () method. Otherwise, render and return ""book.html"", where the book parameter is the query result.","public String book(JdbcTemplate conn,String book_id,Model model){
List book = conn.query(""select * from books where id = ?"", new Object[]{book_id}, new BeanPropertyRowMapper(List.class));
if (book.isEmpty()){
return ""error.html"";
}
else {
for (Object o : book) {
Map map = JSONObject.parseObject(o.toString(), Map.class);
System.out.println(map);
}
model.addAttribute(""book"", book);
return ""book.html"";
}
}"
13544,"Initialize the log module, if $name$ has a value, set sql (query the value column in the version table based on $name$), use $connection$ to execute SQL and get the 0th element of the first piece of data. Output the info log that gets the result.","public void connect(JdbcTemplate connection,String name){
List cursor = connection.query(""select value from version where name= ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
Object schema_version = cursor.get(0);
System.out.println(JSONObject.parseObject(schema_version.toString()).get(0));
}"
11089,"Create a database engine based on $host$ and use sessionmaker to create session instantiated objects. Execute SQL through the instantiated object (query the grades information in the tbl_epstrade table based on $row$) and get all the data. Finally, return the query result.","public List initTest(DataSource host, String row){
JdbcTemplate session = new JdbcTemplate(host);
List grades = session.query(""select grades from tbl_epstrade where row<? "", new Object[]{row}, new BeanPropertyRowMapper(List.class));
return grades;
}"
13629,"Set SQL: query all columns in the queue_table where id is $id$. Execute SQL with $conn$ and get the first data. If the query result length is greater than 0, the 0th element of the query result is returned. ""","public Object getqueue(JdbcTemplate conn,String id){
List result = conn.query(""select * from queue_table where id = ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
if (!result.isEmpty()){
return result.get(0);
}else {
return null;
}
}"
11035,"Try to execute the following code: Use the java expression to set SQL: When id is $flight_id$, query all the corresponding information in the $flights$ table; use $conn$ to execute SQL and get all the data; if the query result length is not 0, render the ""success.html"" page and return; otherwise, pass ""Sorry, no such flight with that id. to the message parameter and return the rendered ""error.html"" page. If a ValueError exception occurs, pass ""Invalid flight number. to the message parameter and render the ""error.htm"" page.","public String book(EntityManager conn, Root<Object> flights, String flight_id,Model model){
try {
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(flights).where(cb.equal(flights.get(""id""),flight_id));
List<Object> result = conn.createQuery(cq).getResultList();
if (result.isEmpty()){
model.addAttribute(""message"", ""Sorry, no such flight with that id."");
return ""error.html"";
}
else {
return ""success.html"";
}
}catch (Exception e){
model.addAttribute(""message"", ""Invalid flight number."");
return ""error.html"";
}
}"
11384,"Use $db_engine$ to execute SQL (query the sample column in the raw_data table based on $test$), get all the query results, and use for loop to print the query results one by one.","public void createAndPopulateRawTable(JdbcTemplate db_engine,String test){
List query = db_engine.query(""select sample from raw_data where test= ?"", new Object[]{test}, new BeanPropertyRowMapper(List.class));
for (Object i : query) {
System.out.println(i);
}
}"
13143,"Execute SQL (get all columns in the users where the name is $name$, email is $email$, city is $city$, and phone is $phone$) with $conn$ and get all the data, and print the query results.","public void getUser(JdbcTemplate conn,String name,String email,String city,String phone){
List exc = conn.query(""select * from users where name=? and email=? and city=? and phone=?"", new Object[]{name,email,city,phone}, new BeanPropertyRowMapper(List.class));
System.out.println(exc);
}"
11210,"Use $conn$ to execute SQL (query all columns in the imdb_movies table based on $movietitle$) and get all the data, then convert the result to list type and return.","public List buscarPeli(JdbcTemplate conn,String movietitle){
List db_result = conn.query(""select * from imdb_movies where movietitle = ?"", new Object[]{movietitle}, new BeanPropertyRowMapper(List.class));
return db_result;
}"
13929,"Set the SQL statement: Query all the columns in the flights table through $value$, use the $conn$ connection to execute SQL, get all the data, store the query result as list and return.","public List getFlights(JdbcTemplate conn,String value){
List flights = conn.query(""select * from flights where value = ?"", new Object[]{value}, new BeanPropertyRowMapper(List.class));
return flights;
}"
13730,"Use $conn$ to execute SQL (query the id column in the targets table according to $name$),get the first row of data, and return the 0th element of the query result.","public Object getPwidByName(JdbcTemplate conn,String name){
List slf = conn.query(""select id from targets where name = ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
return slf.get(0);
}"
13761,"Execute SQL through $session$ (query all columns in the Users table based on $id$), get all the data, close the connection, and return the query result.","public List getUser(JdbcTemplate session,String id){
List imp = session.query(""select * from users where id = ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
return imp;
}"
13618,Try to execute the following statements: set the SQL (query for all columns in the USER table where username is $root_username$ and password is $root_password$) ; execute the SQL using $connection$ and get the first data. Close the connection and return the result of the query. Return False if exception occurs.,"public Object testDb(JdbcTemplate connection,String root_username,String root_password){
try {
List res = connection.query(""select * from USER where username = ? and password =?"", new Object[]{root_username,root_password}, new BeanPropertyRowMapper(List.class));
return res;
}catch (Exception e){
return false;
}
}"
13068,"Use $conn$ to execute SQL (query all columns in the my_entities table) and get all the data. Set the assertion to determine that the query result length is not 0. Finally, return the query results in list form.","public List testSave(JdbcTemplate conn){
List centities = conn.query(""select * from my_entities"", new BeanPropertyRowMapper(List.class));
assert centities.size()!=0;
return centities;
}"
13969,"Try to use the java expression to set up SQL (query all the data in the $articles_table$ table through $name$). Use the $conn$ connection to execute SQL to get all the data. If an Exception occurs, print exception information and return directly.","public List displayArticleByName(EntityManager conn, Root<Object> articles_table, String name){
try {
CriteriaBuilder cb = conn.getCriteriaBuilder();
CriteriaQuery<Object> cq = cb.createQuery(Object.class);
cq.select(articles_table).where(cb.equal(articles_table.get(""name""),name));
List<Object> results = conn.createQuery(cq).getResultList();
return results;
}catch (Exception e){
e.printStackTrace();
return null;
}
}"
11185,"Execute the SQL statement with the $conn$ connection: Get All the columns in $flows$ where devid is $devid$ and hour is $hour$, and get all the data, and turn each item of the query into a dict and store it as a list and return.","public List getFlowData(JdbcTemplate conn,String devid,String hour){
List res_data = conn.query(""select * from flows where devid=? and hour=?"", new Object[]{devid,hour}, new BeanPropertyRowMapper(List.class));
return res_data;
}"
14129,"""Create cursor object by $conn$ and execute SQL by cursor:Query all columns from app table, get all the data and return all query results.","public List showAll(JdbcTemplate conn){
List res = conn.query(""select * from app"", new BeanPropertyRowMapper(List.class));
return res;
}"
11074,Use $conn$ to execute SQL (query the amount of data in the ratings table according to $countid$) and return the [0] [0] element in the first query result.,"public Object getFlowData(JdbcTemplate conn,String countid){
List num = conn.query(""select count(*) from ratings where countid=?"", new Object[]{countid}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseObject(num.get(0).toString()).get(0);
}"
13889,"""Execute SQL statement with $db$: Query all columns in books through $isbn$ and get the first piece of data. If there is no query result, then return ""error"" through jsonify with the content ""Invalid isbn"".","    public JSONObject getBarCounts(JdbcTemplate db,String isbn){
        List row = db.query(""select * from books where isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
        if (row.isEmpty()){
            JSONObject json = new JSONObject();
            json.put(""error"", ""Invalid isbn"");
            return json;
        }
        else {
            JSONObject json = new JSONObject();
            json.put(""count"", row.get(0));
            return json;
        }
    }"
13044,"Set SQL: To query the activateSurvey information in the userdetails table based on $survey$,$company$ and $department$. Use $conn$ to execute SQL and get the first piece of data, and then return the query results.","public List activateSurvey(JdbcTemplate conn,String survey,String company,String department){
List values = conn.query(""select activatesurvey from userdetails where survey=? and company= ? and department=?"", new Object[]{survey,company,department}, new BeanPropertyRowMapper(List.class));
return values;
}"
11244,"Connect to the database with $db$, try to execute the SQL (get all columns in users based on $user_id$), get all the data, return the query result, and finally make sure the connection is closed.","public List testRawjava(DataSource db, String user_id){
try {
JdbcTemplate conn = new JdbcTemplate(db);
List res = conn.query(""select * from users where user_id= ? "", new Object[]{user_id}, new BeanPropertyRowMapper(List.class));
return res;
}finally {
return null;
}
}"
13358,"Use $conn$ to execute SQL (query all columns in the uploads_content table based on $content_id$), get all the query results, and use for loop to output each query result.","public void getMetadata(JdbcTemplate conn,String content_id){
List rows = conn.query(""select * from uploads_content where content_id= ?"", new Object[]{content_id}, new BeanPropertyRowMapper(List.class));
for (Object e : rows) {
System.out.println(e);
}
}"
13211,"Get the database engine through $connection_str$ (set the encoding parameter to 'utf-8') , execute the SQL statement (query all columns in the db_name) , get all the data and return.","public List searchTable(DataSource connection_str, String summary){
JdbcTemplate enj = new JdbcTemplate(connection_str);
List db_result = enj.query(""select * from db_name "", new BeanPropertyRowMapper(List.class));
return db_result;
}"
13892,"Use $name$ to query all columns in the database table and get all the data. If there is no row of the query result, use raise to throw the exception with an ""Error"" message. Make sure $conn$ is closed and returns True.","public boolean selectDb(JdbcTemplate conn,String name){
List result = conn.query(""select * from database where name = ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
if (result.isEmpty()){
System.out.println(""Error"");
return false;
}else {
return true;
}
}"
11690,"Execute SQL with $engine$ (get the bike_stands column in the stations1 table according to $name$), get all the data, then use for loop to convert each item of the query result into a dictionary type, store it as list, and finally return list content.","public List getBikestands(JdbcTemplate engine,String name){
List rows = engine.query(""select bike_stands from stations1 where name= ?"", new Object[]{name}, new BeanPropertyRowMapper(List.class));
return rows;
}"
14239," connect to the database according to $engine$. Use the java expression to set up the SQL statement: Query the id data in the $users$ table according to $name$, and execute SQL to get all the data. If the length of the obtained data is less than 1, return directly. Otherwise, return all the obtained data.","public List searchProperty(EntityManager engine, Root<Object> users, String name){
        CriteriaBuilder cb = engine.getCriteriaBuilder();
        CriteriaQuery<Object> cq = cb.createQuery(Object.class);
        cq.select(users).where(cb.equal(users.get(""name""),name));
        List<Object> res = engine.createQuery(cq).getResultList();
        if (res.isEmpty()){
            return null;
        }else {
            return res;
        }
    }"
13166,"Use $db_url$ to get the database engine and connect to the database, try to execute SQL (get the table_name column in the information_schema where table_schema is $table_schema$) and get the first data, then return the query results, and throw an exception if an exception occurs during execution.","public Object setOwner(DataSource db_url, String table_schema){
try {
JdbcTemplate conn = new JdbcTemplate(db_url);
List res = conn.query(""select table_name from information_schema where table_schema = ? "", new Object[]{table_schema}, new BeanPropertyRowMapper(List.class));
return res;
}catch (Exception e){
e.printStackTrace();
return e;
}
}"
13627,Set SQL: query the average value of the review_rating in the user_book_review table when book_isbn is $isbn$. Execute the SQL using $db$ and get the first data. Return data for a query using a serialization method.,"public JSONObject api(JdbcTemplate db,String isbn){
List book_average_scores = db.query(""select avg(review_rating) from user_book_review where book_isbn = ?"", new Object[]{isbn}, new BeanPropertyRowMapper(List.class));
return JSONObject.parseObject(book_average_scores.get(0).toString());
}"
13047,Try to execute the following code: Set up SQL (query all columns in the pg_database table when datname is $database$); use $conn$ to execute SQL to get the first piece of data and return the query results. Returns False if an exception occurs.,"public Object databaseExists(JdbcTemplate conn,String database){
try {
List values = conn.query(""select * from pg_database where datname= ?"", new Object[]{database}, new BeanPropertyRowMapper(List.class));
return values;
}catch (Exception e){
return false;
}
}"
11451,"Set up SQL (query all information in tbl table based on $doc$), use $conn$ to execute SQL and get all query results. Use for loop to iterate through all query results, insert each data into a list, and return the list.","public List selectValue(JdbcTemplate conn,String doc){
List results = conn.query(""select * from tbl where doc = ?"", new Object[]{doc}, new BeanPropertyRowMapper(List.class));
return results;
}"
13534,"If the request method is ""GET"", return empty. Otherwise, try to use $conn$ to execute SQL (query the name column in the flights table based on $id$), get all the data, and return the rendered ""pass.html"" page, where 'f' is set to query data. If an Exception occurs during execution, print ""no flights"".","public Object pas(HttpRequest request, JdbcTemplate conn, String id,Model model){
if (request.getMethod().equals(""POST"")){
try {
List f = conn.query(""select * from users where email = ? and psd = ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
model.addAttribute(""f"", f);
return ""pass.html"";
}catch (Exception e){
System.out.println(""no flights"");
return false;
}
} else {
return false;
}
}"
13926,"Set the SQL statement (query the isbn data in the books table according to $average_rating$), use the $conn$ connection to execute SQL and get all the data. Use for loop to store each element in the query result into list and return the list content.","public List review(JdbcTemplate conn,String average_rating){
List isbns = conn.query(""select isbn from books where average_rating = ?"", new Object[]{average_rating}, new BeanPropertyRowMapper(List.class));
return isbns;
}"
13748,"Execute SQL with $connection$ (query the linkValue column in the tableHtml table according to $metadata$) and get all records, use for loop to store the value of the linkValue field of each query result in list and return.","public List getEnteredHtmlSet(JdbcTemplate connection,String metadata){
List links = connection.query(""select linkValue from tableHtml where metadata = ?"", new Object[]{metadata}, new BeanPropertyRowMapper(List.class));
List list = new ArrayList();
for (Object link : links) {
list.add(JSONObject.parseObject(link.toString()).getString(""linkValue""));
}
return list;
}"
13678,"If the request request method is GET, the rendered ""pw_change.html"" is returned. Otherwise, set SQL (query password information in the users table where username is $username$) , execute SQL with $conn$, get all the data, and return the query results.","public Object getPw(HttpRequest request, JdbcTemplate conn, String username){
if (request.getMethod().equals(""POST"")){
List pw = conn.query(""select password from users where username= ?"", new Object[]{username}, new BeanPropertyRowMapper(List.class));
return pw;
} else {
return ""pw_change.html"";
}
}"
11034,Use $connection$ to execute SQL (query the test_logging in the ratings table based on $id$) and get all the data. Print all query results and store the 0th element of each item in the query result into list and return.,"public List testLogging(JdbcTemplate connection,String id){
List log = connection.query(""select test_logging from ratings where id= ?"", new Object[]{id}, new BeanPropertyRowMapper(List.class));
System.out.println(log);
List list = new ArrayList();
for (Object test : log) {
list.add(JSONObject.parseObject(test.toString()).get(0));
}
return list;
}"
11299,"""Set SQL (get the sql_id_column column in sql_table based on $sqlschema$), try to use $conn$ to execute the SQL statement, get all the data and return the query result.","public Object getItems(JdbcTemplate conn,String sqlschema){
try {
List res = conn.query(""select sql_id_column from sql_table where sqlschema= ?"", new Object[]{sqlschema}, new BeanPropertyRowMapper(List.class));
return res;
}catch (Exception e){
return false;
}
}"
13158,"Execute the SQL (get the key column in the clothes where category is $category$) with $conn$, get all the data, and return the query results.","public List main(JdbcTemplate conn,String category){
List res = conn.query(""select key from clothes where category = ?"", new Object[]{category}, new BeanPropertyRowMapper(List.class));
return res;
}"
11243,"Use $db_engine$ to execute SQL (get abstract column in paperabstracts table based on format-processed $paperid$), get all the data, return null if the length of the obtained result is 0, and finally return the 0th element of the query result.","public Object getAbstract(JdbcTemplate db_engine,String paperid){
List tuples = db_engine.query(""select abstract from paperabstracts where paperid = ?"", new Object[]{paperid}, new BeanPropertyRowMapper(List.class));
if (tuples.isEmpty()){
return null;
}else {
return tuples.get(0);
}
}"
13121,"Execute SQL using $conn$ (to get the columns trained_model and metadata in the models where id is $model_id$) and get the first data, and finally return the 0th element of the query results.","public Object getId(JdbcTemplate conn,String model_id){
List result = conn.query(""select trained_model, metadata from models where id = ?"", new Object[]{model_id}, new BeanPropertyRowMapper(List.class));
return result.get(0);
}"
13641,"If $noofdays$ exists, set SQL (query all columns in eod_data when nse_date is $noofdays$). Execute SQL with $conn$ to get all the data and return the query results.","public Object getEoddata(JdbcTemplate conn,String noofdays){
if (noofdays!=null){
List data = conn.query(""select * from eod_data where nse_date= ?"", new Object[]{noofdays}, new BeanPropertyRowMapper(List.class));
return data;
}else {
return null;
}
}"
14296,Use $conn$ to execute the SQL statement (get all the usersname in the users table according to $email$) and return all the query results.,"public List getdata(JdbcTemplate conn,String email){
List res = conn.query(""select usersname from users where email= ?"", new Object[]{email}, new BeanPropertyRowMapper(List.class));
return res;
}"
13526,",""Try to set SQL (query all the information in the Neighbors table where the value of DistrictAId is $districtA$), use $conn$ to execute sql and get all the data, and return the query data.","public Object importNeighbor(JdbcTemplate conn,String districtA){
try {
List res = conn.query(""select * from Neighbors where DistrictAId= ?"", new Object[]{districtA}, new BeanPropertyRowMapper(List.class));
return res;
}catch (Exception e){
return false;
}
}"
11115,"Set up the SQL statement (Format the output string with the format () function; Query all columns in finance by $con$.), querying all the columns in the finance with the $conn$. ""","public void migrateFinance(JdbcTemplate conn,String con){
List texts = conn.query(""select * from finance where con= ?"", new Object[]{con}, new BeanPropertyRowMapper(List.class));
System.out.println(texts);
}"
11252,"Try to use $host$ to get the database engine and establish a connection, execute SQL (get all the columns of AffiliationID in the ReferenceData table that have been processed by the counting method based on $token$), get all the data, close the connection and return the obtained data, otherwise close the connection and hang.","public Object updateAffiliationIdfValue(DataSource host, String token){
JdbcTemplate conn = new JdbcTemplate(host);
try {
List result = conn.query(""select count(AffiliationID) from ReferenceData where token=? "", new Object[]{token}, new BeanPropertyRowMapper(List.class));
return result;
}catch (Exception e){
return e;
}
}"
